,policy_area,dataset,variable,year,tract,tract_number,neighborhood,geoid,location,row_id,date,count
613,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2122.04, Los Angeles County, California",212204,Westlake,1400000US06037212204,"(34.0597755, -118.2861875)",Drinking_Water_Contaminants_2017_1400000US06037212204,2017-01-01T00:00:00.000,664.0690784
614,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2123.03, Los Angeles County, California",212303,Koreatown,1400000US06037212303,"(34.059763, -118.2935145)",Drinking_Water_Contaminants_2017_1400000US06037212303,2017-01-01T00:00:00.000,664.0690784
615,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2123.04, Los Angeles County, California",212304,Koreatown,1400000US06037212304,"(34.0597395, -118.2982)",Drinking_Water_Contaminants_2017_1400000US06037212304,2017-01-01T00:00:00.000,664.0690784
616,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2123.05, Los Angeles County, California",212305,Koreatown,1400000US06037212305,"(34.056107, -118.298204)",Drinking_Water_Contaminants_2017_1400000US06037212305,2017-01-01T00:00:00.000,664.0690784
617,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2123.06, Los Angeles County, California",212306,Koreatown,1400000US06037212306,"(34.0561295, -118.2940735)",Drinking_Water_Contaminants_2017_1400000US06037212306,2017-01-01T00:00:00.000,664.0690784
618,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2124.10, Los Angeles County, California",212410,Koreatown,1400000US06037212410,"(34.05971, -118.301987)",Drinking_Water_Contaminants_2017_1400000US06037212410,2017-01-01T00:00:00.000,664.0690784
619,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2124.20, Los Angeles County, California",212420,Koreatown,1400000US06037212420,"(34.056087, -118.301978)",Drinking_Water_Contaminants_2017_1400000US06037212420,2017-01-01T00:00:00.000,664.0690784
620,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2125.01, Los Angeles County, California",212501,Koreatown,1400000US06037212501,"(34.0560675, -118.305364)",Drinking_Water_Contaminants_2017_1400000US06037212501,2017-01-01T00:00:00.000,664.0690784
621,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2125.02, Los Angeles County, California",212502,Koreatown,1400000US06037212502,"(34.0580795, -118.306623)",Drinking_Water_Contaminants_2017_1400000US06037212502,2017-01-01T00:00:00.000,664.0690784
622,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2126.10, Los Angeles County, California",212610,Koreatown,1400000US06037212610,"(34.0598685, -118.314272)",Drinking_Water_Contaminants_2017_1400000US06037212610,2017-01-01T00:00:00.000,664.0690784
623,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2126.20, Los Angeles County, California",212620,Koreatown,1400000US06037212620,"(34.0562585, -118.313612)",Drinking_Water_Contaminants_2017_1400000US06037212620,2017-01-01T00:00:00.000,664.0690784
624,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2127.01, Los Angeles County, California",212701,Koreatown,1400000US06037212701,"(34.0546775, -118.3194445)",Drinking_Water_Contaminants_2017_1400000US06037212701,2017-01-01T00:00:00.000,664.0690784
625,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2127.02, Los Angeles County, California",212702,Mid-Wilshire,1400000US06037212702,"(34.0575235, -118.3258035)",Drinking_Water_Contaminants_2017_1400000US06037212702,2017-01-01T00:00:00.000,664.0690784
626,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2128, Los Angeles County, California",212800,Mid-Wilshire,1400000US06037212800,"(34.0523625, -118.330411)",Drinking_Water_Contaminants_2017_1400000US06037212800,2017-01-01T00:00:00.000,664.0690784
627,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2129, Los Angeles County, California",212900,Arlington Heights,1400000US06037212900,"(34.0501175, -118.321485)",Drinking_Water_Contaminants_2017_1400000US06037212900,2017-01-01T00:00:00.000,664.0690784
628,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2131, Los Angeles County, California",213100,Arlington Heights,1400000US06037213100,"(34.0508045, -118.3133105)",Drinking_Water_Contaminants_2017_1400000US06037213100,2017-01-01T00:00:00.000,664.0690784
629,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2132.01, Los Angeles County, California",213201,Harvard Heights,1400000US06037213201,"(34.052656, -118.3044735)",Drinking_Water_Contaminants_2017_1400000US06037213201,2017-01-01T00:00:00.000,664.0690784
630,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2132.02, Los Angeles County, California",213202,Harvard Heights,1400000US06037213202,"(34.0490315, -118.3045065)",Drinking_Water_Contaminants_2017_1400000US06037213202,2017-01-01T00:00:00.000,664.0690784
631,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2133.10, Los Angeles County, California",213310,Pico-Union,1400000US06037213310,"(34.0508675, -118.29803)",Drinking_Water_Contaminants_2017_1400000US06037213310,2017-01-01T00:00:00.000,664.0690784
632,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2133.20, Los Angeles County, California",213320,Pico-Union,1400000US06037213320,"(34.0508855, -118.2937275)",Drinking_Water_Contaminants_2017_1400000US06037213320,2017-01-01T00:00:00.000,664.0690784
633,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2134.01, Los Angeles County, California",213401,Westlake,1400000US06037213401,"(34.053716, -118.287906)",Drinking_Water_Contaminants_2017_1400000US06037213401,2017-01-01T00:00:00.000,664.0690784
634,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2134.02, Los Angeles County, California",213402,Pico-Union,1400000US06037213402,"(34.0498995, -118.28787)",Drinking_Water_Contaminants_2017_1400000US06037213402,2017-01-01T00:00:00.000,664.0690784
635,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2140, Los Angeles County, California",214000,Fairfax,1400000US06037214000,"(34.0745805, -118.3486205)",Drinking_Water_Contaminants_2017_1400000US06037214000,2017-01-01T00:00:00.000,664.0690784
636,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2141, Los Angeles County, California",214100,Hancock Park,1400000US06037214100,"(34.074602, -118.339096)",Drinking_Water_Contaminants_2017_1400000US06037214100,2017-01-01T00:00:00.000,664.0690784
637,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2144, Los Angeles County, California",214400,Fairfax,1400000US06037214400,"(34.078166, -118.3573315)",Drinking_Water_Contaminants_2017_1400000US06037214400,2017-01-01T00:00:00.000,664.0690784
638,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2145.01, Los Angeles County, California",214501,Mid-Wilshire,1400000US06037214501,"(34.070503, -118.357312)",Drinking_Water_Contaminants_2017_1400000US06037214501,2017-01-01T00:00:00.000,664.0690784
639,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2145.02, Los Angeles County, California",214502,Mid-Wilshire,1400000US06037214502,"(34.0677735, -118.35135)",Drinking_Water_Contaminants_2017_1400000US06037214502,2017-01-01T00:00:00.000,664.0690784
640,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2145.03, Los Angeles County, California",214503,Mid-Wilshire,1400000US06037214503,"(34.0673015, -118.3536195)",Drinking_Water_Contaminants_2017_1400000US06037214503,2017-01-01T00:00:00.000,664.0690784
641,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2146, Los Angeles County, California",214600,Beverly Grove,1400000US06037214600,"(34.0725795, -118.365913)",Drinking_Water_Contaminants_2017_1400000US06037214600,2017-01-01T00:00:00.000,664.0690784
642,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2147, Los Angeles County, California",214700,Beverly Grove,1400000US06037214700,"(34.0665205, -118.366383)",Drinking_Water_Contaminants_2017_1400000US06037214700,2017-01-01T00:00:00.000,664.0690784
643,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2148, Los Angeles County, California",214800,Beverly Grove,1400000US06037214800,"(34.070088, -118.3732965)",Drinking_Water_Contaminants_2017_1400000US06037214800,2017-01-01T00:00:00.000,664.0690784
644,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2149.01, Los Angeles County, California",214901,Beverly Grove,1400000US06037214901,"(34.0742895, -118.387219)",Drinking_Water_Contaminants_2017_1400000US06037214901,2017-01-01T00:00:00.000,780.2587018
645,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2149.02, Los Angeles County, California",214902,Beverly Grove,1400000US06037214902,"(34.073012, -118.379762)",Drinking_Water_Contaminants_2017_1400000US06037214902,2017-01-01T00:00:00.000,781.0045249999999
646,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2151.01, Los Angeles County, California",215101,Mid-Wilshire,1400000US06037215101,"(34.063565, -118.3542505)",Drinking_Water_Contaminants_2017_1400000US06037215101,2017-01-01T00:00:00.000,664.0690784
647,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2151.02, Los Angeles County, California",215102,Mid-Wilshire,1400000US06037215102,"(34.0648495, -118.3456205)",Drinking_Water_Contaminants_2017_1400000US06037215102,2017-01-01T00:00:00.000,664.0690784
648,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2161, Los Angeles County, California",216100,Mid-Wilshire,1400000US06037216100,"(34.0568595, -118.3378575)",Drinking_Water_Contaminants_2017_1400000US06037216100,2017-01-01T00:00:00.000,664.0690784
649,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2162, Los Angeles County, California",216200,Mid-Wilshire,1400000US06037216200,"(34.05688, -118.3480075)",Drinking_Water_Contaminants_2017_1400000US06037216200,2017-01-01T00:00:00.000,664.0690784
650,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2163, Los Angeles County, California",216300,Carthay,1400000US06037216300,"(34.059083, -118.363807)",Drinking_Water_Contaminants_2017_1400000US06037216300,2017-01-01T00:00:00.000,781.2922569
651,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2164.01, Los Angeles County, California",216401,Pico-Robertson,1400000US06037216401,"(34.0563915, -118.3799175)",Drinking_Water_Contaminants_2017_1400000US06037216401,2017-01-01T00:00:00.000,642.9078269
652,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2164.02, Los Angeles County, California",216402,Pico-Robertson,1400000US06037216402,"(34.06116, -118.3804405)",Drinking_Water_Contaminants_2017_1400000US06037216402,2017-01-01T00:00:00.000,807.8201458999999
653,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2167, Los Angeles County, California",216700,Mid-City,1400000US06037216700,"(34.048208, -118.371729)",Drinking_Water_Contaminants_2017_1400000US06037216700,2017-01-01T00:00:00.000,664.0690784
654,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2168, Los Angeles County, California",216800,Carthay,1400000US06037216800,"(34.055507, -118.369996)",Drinking_Water_Contaminants_2017_1400000US06037216800,2017-01-01T00:00:00.000,664.0690784
655,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2169, Los Angeles County, California",216900,Mid-City,1400000US06037216900,"(34.0504795, -118.36321)",Drinking_Water_Contaminants_2017_1400000US06037216900,2017-01-01T00:00:00.000,664.0690784
656,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2170.01, Los Angeles County, California",217001,Pico-Robertson,1400000US06037217001,"(34.0519395, -118.3873275)",Drinking_Water_Contaminants_2017_1400000US06037217001,2017-01-01T00:00:00.000,588.3967952
657,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2170.02, Los Angeles County, California",217002,Pico-Robertson,1400000US06037217002,"(34.049649, -118.381096)",Drinking_Water_Contaminants_2017_1400000US06037217002,2017-01-01T00:00:00.000,640.68691
658,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2171, Los Angeles County, California",217100,Mid-Wilshire,1400000US06037217100,"(34.049342, -118.354404)",Drinking_Water_Contaminants_2017_1400000US06037217100,2017-01-01T00:00:00.000,664.0690784
659,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2172, Los Angeles County, California",217200,Mid-Wilshire,1400000US06037217200,"(34.049375, -118.3418365)",Drinking_Water_Contaminants_2017_1400000US06037217200,2017-01-01T00:00:00.000,664.0690784
660,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2181.10, Los Angeles County, California",218110,Arlington Heights,1400000US06037218110,"(34.044154, -118.3286425)",Drinking_Water_Contaminants_2017_1400000US06037218110,2017-01-01T00:00:00.000,664.0690784
661,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2181.20, Los Angeles County, California",218120,Arlington Heights,1400000US06037218120,"(34.0436875, -118.320626)",Drinking_Water_Contaminants_2017_1400000US06037218120,2017-01-01T00:00:00.000,664.0690784
662,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2182.10, Los Angeles County, California",218210,Mid-City,1400000US06037218210,"(34.043303, -118.3422655)",Drinking_Water_Contaminants_2017_1400000US06037218210,2017-01-01T00:00:00.000,664.0690784
663,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2182.20, Los Angeles County, California",218220,Mid-City,1400000US06037218220,"(34.043498, -118.334779)",Drinking_Water_Contaminants_2017_1400000US06037218220,2017-01-01T00:00:00.000,664.0690784
664,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2183, Los Angeles County, California",218300,Mid-City,1400000US06037218300,"(34.041276, -118.3549225)",Drinking_Water_Contaminants_2017_1400000US06037218300,2017-01-01T00:00:00.000,664.0690784
665,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2184, Los Angeles County, California",218400,Mid-City,1400000US06037218400,"(34.037613, -118.3607045)",Drinking_Water_Contaminants_2017_1400000US06037218400,2017-01-01T00:00:00.000,664.0690784
666,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2185, Los Angeles County, California",218500,Mid-City,1400000US06037218500,"(34.0375635, -118.3505565)",Drinking_Water_Contaminants_2017_1400000US06037218500,2017-01-01T00:00:00.000,664.0690784
667,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2186, Los Angeles County, California",218600,Mid-City,1400000US06037218600,"(34.037184, -118.3427065)",Drinking_Water_Contaminants_2017_1400000US06037218600,2017-01-01T00:00:00.000,664.0690784
668,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2187.01, Los Angeles County, California",218701,Mid-City,1400000US06037218701,"(34.0372715, -118.333362)",Drinking_Water_Contaminants_2017_1400000US06037218701,2017-01-01T00:00:00.000,664.0690784
669,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2187.02, Los Angeles County, California",218702,West Adams,1400000US06037218702,"(34.0327605, -118.335031)",Drinking_Water_Contaminants_2017_1400000US06037218702,2017-01-01T00:00:00.000,664.0690784
670,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2188, Los Angeles County, California",218800,Arlington Heights,1400000US06037218800,"(34.037556, -118.323034)",Drinking_Water_Contaminants_2017_1400000US06037218800,2017-01-01T00:00:00.000,664.0690784
671,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2189, Los Angeles County, California",218900,Jefferson Park,1400000US06037218900,"(34.0331165, -118.3238185)",Drinking_Water_Contaminants_2017_1400000US06037218900,2017-01-01T00:00:00.000,664.0690784
672,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2190.10, Los Angeles County, California",219010,Jefferson Park,1400000US06037219010,"(34.027596, -118.322938)",Drinking_Water_Contaminants_2017_1400000US06037219010,2017-01-01T00:00:00.000,664.0690784
673,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2190.20, Los Angeles County, California",219020,Jefferson Park,1400000US06037219020,"(34.021941, -118.3229865)",Drinking_Water_Contaminants_2017_1400000US06037219020,2017-01-01T00:00:00.000,664.0690784
674,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2193, Los Angeles County, California",219300,Jefferson Park,1400000US06037219300,"(34.026962, -118.3316675)",Drinking_Water_Contaminants_2017_1400000US06037219300,2017-01-01T00:00:00.000,664.0690784
675,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2195, Los Angeles County, California",219500,Baldwin Hills/Crenshaw,1400000US06037219500,"(34.0211635, -118.3405655)",Drinking_Water_Contaminants_2017_1400000US06037219500,2017-01-01T00:00:00.000,664.0690784
676,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2197, Los Angeles County, California",219700,West Adams,1400000US06037219700,"(34.028076, -118.347852)",Drinking_Water_Contaminants_2017_1400000US06037219700,2017-01-01T00:00:00.000,664.0690784
677,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2198, Los Angeles County, California",219800,West Adams,1400000US06037219800,"(34.0298385, -118.354579)",Drinking_Water_Contaminants_2017_1400000US06037219800,2017-01-01T00:00:00.000,664.0690784
678,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2199.01, Los Angeles County, California",219901,West Adams,1400000US06037219901,"(34.0297025, -118.3604535)",Drinking_Water_Contaminants_2017_1400000US06037219901,2017-01-01T00:00:00.000,664.0690784
679,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2199.02, Los Angeles County, California",219902,West Adams,1400000US06037219902,"(34.0305455, -118.36963)",Drinking_Water_Contaminants_2017_1400000US06037219902,2017-01-01T00:00:00.000,664.0690784
680,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2200, Los Angeles County, California",220000,West Adams,1400000US06037220000,"(34.0276275, -118.3405665)",Drinking_Water_Contaminants_2017_1400000US06037220000,2017-01-01T00:00:00.000,664.0690784
681,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2201, Los Angeles County, California",220100,Baldwin Hills/Crenshaw,1400000US06037220100,"(34.0241755, -118.3664325)",Drinking_Water_Contaminants_2017_1400000US06037220100,2017-01-01T00:00:00.000,664.0690784
682,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2211.10, Los Angeles County, California",221110,Pico-Union,1400000US06037221110,"(34.0455315, -118.2878625)",Drinking_Water_Contaminants_2017_1400000US06037221110,2017-01-01T00:00:00.000,664.0690784
683,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2211.20, Los Angeles County, California",221120,Pico-Union,1400000US06037221120,"(34.042054, -118.2878455)",Drinking_Water_Contaminants_2017_1400000US06037221120,2017-01-01T00:00:00.000,664.0690784
684,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2212.10, Los Angeles County, California",221210,Harvard Heights,1400000US06037221210,"(34.04359, -118.3026265)",Drinking_Water_Contaminants_2017_1400000US06037221210,2017-01-01T00:00:00.000,664.0690784
685,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2212.20, Los Angeles County, California",221220,Pico-Union,1400000US06037221220,"(34.0436145, -118.2961455)",Drinking_Water_Contaminants_2017_1400000US06037221220,2017-01-01T00:00:00.000,664.0690784
686,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2213.02, Los Angeles County, California",221302,Harvard Heights,1400000US06037221302,"(34.0417465, -118.3114895)",Drinking_Water_Contaminants_2017_1400000US06037221302,2017-01-01T00:00:00.000,664.0690784
687,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2213.03, Los Angeles County, California",221303,Harvard Heights,1400000US06037221303,"(34.0453825, -118.308407)",Drinking_Water_Contaminants_2017_1400000US06037221303,2017-01-01T00:00:00.000,664.0690784
688,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2213.04, Los Angeles County, California",221304,Arlington Heights,1400000US06037221304,"(34.045369, -118.314651)",Drinking_Water_Contaminants_2017_1400000US06037221304,2017-01-01T00:00:00.000,664.0690784
689,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2214.01, Los Angeles County, California",221401,Jefferson Park,1400000US06037221401,"(34.0339245, -118.3133125)",Drinking_Water_Contaminants_2017_1400000US06037221401,2017-01-01T00:00:00.000,664.0690784
690,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2214.02, Los Angeles County, California",221402,Harvard Heights,1400000US06037221402,"(34.038279, -118.308985)",Drinking_Water_Contaminants_2017_1400000US06037221402,2017-01-01T00:00:00.000,664.0690784
691,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2215, Los Angeles County, California",221500,Adams-Normandie,1400000US06037221500,"(34.034856, -118.3046185)",Drinking_Water_Contaminants_2017_1400000US06037221500,2017-01-01T00:00:00.000,664.0690784
692,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2216.01, Los Angeles County, California",221601,Adams-Normandie,1400000US06037221601,"(34.034833, -118.2959055)",Drinking_Water_Contaminants_2017_1400000US06037221601,2017-01-01T00:00:00.000,664.0690784
693,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2216.02, Los Angeles County, California",221602,Pico-Union,1400000US06037221602,"(34.038415, -118.292179)",Drinking_Water_Contaminants_2017_1400000US06037221602,2017-01-01T00:00:00.000,664.0690784
694,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2217.10, Los Angeles County, California",221710,University Park,1400000US06037221710,"(34.034366, -118.287757)",Drinking_Water_Contaminants_2017_1400000US06037221710,2017-01-01T00:00:00.000,664.0690784
695,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2218.10, Los Angeles County, California",221810,Adams-Normandie,1400000US06037221810,"(34.0305765, -118.292359)",Drinking_Water_Contaminants_2017_1400000US06037221810,2017-01-01T00:00:00.000,664.0690784
696,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2218.20, Los Angeles County, California",221820,University Park,1400000US06037221820,"(34.0305755, -118.286386)",Drinking_Water_Contaminants_2017_1400000US06037221820,2017-01-01T00:00:00.000,664.0690784
697,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2219, Los Angeles County, California",221900,University Park,1400000US06037221900,"(34.0260705, -118.289757)",Drinking_Water_Contaminants_2017_1400000US06037221900,2017-01-01T00:00:00.000,664.0690784
698,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2220.01, Los Angeles County, California",222001,Jefferson Park,1400000US06037222001,"(34.0282015, -118.3132745)",Drinking_Water_Contaminants_2017_1400000US06037222001,2017-01-01T00:00:00.000,664.0690784
699,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2220.02, Los Angeles County, California",222002,Exposition Park,1400000US06037222002,"(34.0218995, -118.3135615)",Drinking_Water_Contaminants_2017_1400000US06037222002,2017-01-01T00:00:00.000,664.0690784
700,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2221, Los Angeles County, California",222100,Adams-Normandie,1400000US06037222100,"(34.027317, -118.3024105)",Drinking_Water_Contaminants_2017_1400000US06037222100,2017-01-01T00:00:00.000,664.0690784
701,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2222, Los Angeles County, California",222200,Adams-Normandie,1400000US06037222200,"(34.0309165, -118.302424)",Drinking_Water_Contaminants_2017_1400000US06037222200,2017-01-01T00:00:00.000,664.0690784
702,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2225, Los Angeles County, California",222500,Exposition Park,1400000US06037222500,"(34.021865, -118.3045305)",Drinking_Water_Contaminants_2017_1400000US06037222500,2017-01-01T00:00:00.000,664.0690784
703,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2226, Los Angeles County, California",222600,Exposition Park,1400000US06037222600,"(34.0218365, -118.2958795)",Drinking_Water_Contaminants_2017_1400000US06037222600,2017-01-01T00:00:00.000,664.0690784
704,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2227, Los Angeles County, California",222700,University Park,1400000US06037222700,"(34.020537, -118.2847645)",Drinking_Water_Contaminants_2017_1400000US06037222700,2017-01-01T00:00:00.000,664.0690784
705,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2240.10, Los Angeles County, California",224010,Downtown,1400000US06037224010,"(34.036945, -118.2655625)",Drinking_Water_Contaminants_2017_1400000US06037224010,2017-01-01T00:00:00.000,664.0690784
706,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2240.20, Los Angeles County, California",224020,Historic South-Central,1400000US06037224020,"(34.030734, -118.267245)",Drinking_Water_Contaminants_2017_1400000US06037224020,2017-01-01T00:00:00.000,664.0690784
707,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2242, Los Angeles County, California",224200,Pico-Union,1400000US06037224200,"(34.041032, -118.277298)",Drinking_Water_Contaminants_2017_1400000US06037224200,2017-01-01T00:00:00.000,664.0690784
708,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2243.10, Los Angeles County, California",224310,Pico-Union,1400000US06037224310,"(34.043569, -118.2820315)",Drinking_Water_Contaminants_2017_1400000US06037224310,2017-01-01T00:00:00.000,664.0690784
709,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2243.20, Los Angeles County, California",224320,Pico-Union,1400000US06037224320,"(34.041517, -118.2804885)",Drinking_Water_Contaminants_2017_1400000US06037224320,2017-01-01T00:00:00.000,664.0690784
710,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2244.10, Los Angeles County, California",224410,University Park,1400000US06037224410,"(34.0343195, -118.2789565)",Drinking_Water_Contaminants_2017_1400000US06037224410,2017-01-01T00:00:00.000,664.0690784
711,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2244.20, Los Angeles County, California",224420,University Park,1400000US06037224420,"(34.0318675, -118.2778715)",Drinking_Water_Contaminants_2017_1400000US06037224420,2017-01-01T00:00:00.000,664.0690784
712,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2246, Los Angeles County, California",224600,Historic South-Central,1400000US06037224600,"(34.0223275, -118.2717135)",Drinking_Water_Contaminants_2017_1400000US06037224600,2017-01-01T00:00:00.000,664.0690784
713,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2247, Los Angeles County, California",224700,University Park,1400000US06037224700,"(34.0263755, -118.279223)",Drinking_Water_Contaminants_2017_1400000US06037224700,2017-01-01T00:00:00.000,664.0690784
714,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2260.01, Los Angeles County, California",226001,Historic South-Central,1400000US06037226001,"(34.0245655, -118.251001)",Drinking_Water_Contaminants_2017_1400000US06037226001,2017-01-01T00:00:00.000,664.0690784
715,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2260.02, Los Angeles County, California",226002,Downtown,1400000US06037226002,"(34.033429, -118.249304)",Drinking_Water_Contaminants_2017_1400000US06037226002,2017-01-01T00:00:00.000,664.0690784
716,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2264.10, Los Angeles County, California",226410,Historic South-Central,1400000US06037226410,"(34.0242035, -118.2622875)",Drinking_Water_Contaminants_2017_1400000US06037226410,2017-01-01T00:00:00.000,664.0690784
717,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2264.20, Los Angeles County, California",226420,Historic South-Central,1400000US06037226420,"(34.021775, -118.2569205)",Drinking_Water_Contaminants_2017_1400000US06037226420,2017-01-01T00:00:00.000,664.0690784
718,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2267, Los Angeles County, California",226700,Historic South-Central,1400000US06037226700,"(34.017615, -118.2623795)",Drinking_Water_Contaminants_2017_1400000US06037226700,2017-01-01T00:00:00.000,664.0690784
719,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2270.10, Los Angeles County, California",227010,Central-Alameda,1400000US06037227010,"(34.018875, -118.247064)",Drinking_Water_Contaminants_2017_1400000US06037227010,2017-01-01T00:00:00.000,664.0690784
