X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,aadb,program,bikepedgroup,bikepedfacility,co_name,mun_name,id
-75.1943029999999,39.9756810000001,72307,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/12/16 00:00:00+00,2010,4210160106,,schuylkill river trail,both,us 30 girard ave,sweetbriar dr,Bicycle 1,39.975681,-75.194303,1.028,1.1797,,,101,Project,Recreation,Sidepath,Philadelphia,West Park,52812
-75.203369,39.9838120000001,72308,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/12/15 00:00:00+00,2010,4210160107,,schuylkill river trail (kelly dr side),both,falls bridge,us 30 girard ave,Bicycle 1,39.983812,-75.203369,1.028,1.1797,,,145,Project,Mixed,Sidepath,Philadelphia,Lower North,52813
-75.185055,39.965157,72309,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/12/15 00:00:00+00,2010,4210160106,,schuylkill river trail,both,phila water works dam,schuylkill river crossing,Bicycle 1,39.965157,-75.185055,1.028,1.1797,,,60,Project,Recreation,Sidewalk,Philadelphia,West Park,52814
-75.18632,39.9469,129712,video - sb,,2016/08/12 00:00:00+00,2016,4210160103,,south st boardwalk,both,south st,locust st,Bicycle 6,39.9469,-75.18632,0.865,0.9705,S,N,,Project,Recreation,Multiuse Trail,Philadelphia,Central,52914
-75.168618,39.9632570000001,74381,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/27 00:00:00+00,2011,4210160103,,spring garden st eastbound lanes,east,19th st,18th st,Bicycle 1,39.963257,-75.168618,0.962,1.1797,,,88,Project,Mixed,Bike Lane,Philadelphia,Central,53040
-75.195644,39.97666,72305,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/12/07 00:00:00+00,2010,4210160106,,martin luther king jr dr eastbound lanes,east,us 30 girard ave,sweetbriar dr,Bicycle 1,39.97666,-75.195644,1.028,1.1797,,,15,Project,Recreation,Mixed Traffic,Philadelphia,West Park,53110
-75.199764,39.991613,72298,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/12/16 00:00:00+00,2010,4210160106,,schuylkill river trail,both,montgomery dr,strawberry mansion bridge,Bicycle 1,39.991613,-75.199764,1.028,1.1797,,,83,Project,Recreation,Sidepath,Philadelphia,West Park,53111
-75.2024699999999,39.9792600000001,72302,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/01/16 00:00:00+00,2011,4210160106,,martin luther king jr dr eastbound lanes,east,sweetbriar dr,black rd,Bicycle 1,39.97926,-75.20247,1.557,0.97,,,86,,Recreation,Mixed Traffic,Philadelphia,West Park,53112
-75.206587,39.9539810000001,76306,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/21 00:00:00+00,2011,4210160110,,42nd st,both,locust st,pa 3 walnut st,Bicycle 1,39.953981,-75.206587,1.012,1.1797,,,94,Project,Recreation,Mixed Traffic,Philadelphia,University - Southwest,53132
-75.2081219999999,39.9523610000001,76307,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/13 00:00:00+00,2011,4210160110,,spruce st,both,43rd st,42nd st,Bicycle 1,39.952361,-75.208122,1.012,1.1797,,,473,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,53133
-74.8768049999999,40.2895330000001,137052,permanent station,,2016/10/15 00:00:00+00,2016,4201779128,,delaware & lehigh trail,both,pa 532 general washington memorial blvd,1000 feet south of pa 532,Bicycle 4,40.289533,-74.876805,,1,S,N,165,Permanent,Mixed,Multiuse Trail,Bucks,Upper Makefield Township,53134
-74.8768049999999,40.2895330000001,137053,permanent station,,2016/11/15 00:00:00+00,2016,4201779128,,delaware & lehigh trail,both,pa 532 general washington memorial blvd,1000 feet south of pa 532,Bicycle 4,40.289533,-74.876805,,1,S,N,122,Permanent,Mixed,Multiuse Trail,Bucks,Upper Makefield Township,53210
-74.8768049999999,40.2895330000001,137054,permanent station,,2016/12/15 00:00:00+00,2016,4201779128,,delaware & lehigh trail,both,pa 532 general washington memorial blvd,1000 feet south of pa 532,Bicycle 4,40.289533,-74.876805,,1,S,N,18,Permanent,Mixed,Multiuse Trail,Bucks,Upper Makefield Township,53211
-74.813194,40.145724,137055,permanent station,,2016/08/15 00:00:00+00,2016,4201777744,,delaware & lehigh trail,both,us 13 bristol pike,mill creek rd bridge,Bicycle 4,40.145724,-74.813194,,1,S,N,36,Permanent,Low Volume,Multiuse Trail,Bucks,Tullytown Borough,53212
-75.19514,39.9507320000001,76316,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/13 00:00:00+00,2011,4210160110,,spruce st eastbound lane,east,36th st walk,houston hall entrance,Bicycle 1,39.950732,-75.19514,1.012,1.1797,,,1386,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,53213
-75.192468,39.9511190000001,76318,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/20 00:00:00+00,2011,4210160110,,34th st,south,smith walk,spruce st,Bicycle 1,39.951119,-75.192468,1.012,1.1797,,,107,Project,Mixed,Striped Shoulder,Philadelphia,University - Southwest,53214
-75.181203,39.950856,76321,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/20 00:00:00+00,2011,4210160103,,schuylkill river trail,both,locust st,walnut st bridge,Bicycle 1,39.950856,-75.181203,1.012,1.1797,,,1512,Project,Recreation,Multiuse Trail,Philadelphia,Central,53215
-75.1806129999999,39.952928,76322,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/12/06 00:00:00+00,2011,4210160103,,chestnut st bridge eastbound,east,schuylkill ave,23rd st,Bicycle 1,39.952928,-75.180613,1.028,1.1797,,,366,Project,Mixed,Bike Lane,Philadelphia,Central,53216
-75.160947,39.9798660000001,76342,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/22 00:00:00+00,2011,4210160107,,16th st,north,cecil b moore ave,montgomery ave,Bicycle 1,39.979866,-75.160947,1.012,1.1797,,,63,Project,Low Volume,Mixed Traffic,Philadelphia,Lower North,53217
-75.1470419999999,39.9513240000001,76345,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/29 00:00:00+00,2011,4210160103,,4th st,south,market st,arch st,Bicycle 1,39.951324,-75.147042,0.962,1.1797,,,63,Project,Mixed,Mixed Traffic,Philadelphia,Central,53218
-74.813194,40.145724,137056,permanent station,,2016/09/15 00:00:00+00,2016,4201777744,,delaware & lehigh trail,both,us 13 bristol pike,mill creek rd bridge,Bicycle 4,40.145724,-74.813194,,1,S,N,47,Permanent,Low Volume,Multiuse Trail,Bucks,Tullytown Borough,53219
-75.164723,39.950954,76348,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/28 00:00:00+00,2011,4210160103,,chestnut st,east,15th st,pa 291 broad st,Bicycle 1,39.950954,-75.164723,0.962,1.1797,,,90,Project,Mixed,Mixed Traffic,Philadelphia,Central,53220
-75.156999,39.9536350000001,76349,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/29 00:00:00+00,2011,4210160103,,arch st,north,10th st,11th st,Bicycle 1,39.953635,-75.156999,0.962,1.1797,,,109,Project,Low Volume,Mixed Traffic,Philadelphia,Central,53221
-75.1609789999999,39.9430990000001,76350,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/05/04 00:00:00+00,2011,4210160103,,south st,east,12th st,11th st,Bicycle 1,39.943099,-75.160979,0.962,1.1797,,,103,Project,Mixed,Mixed Traffic,Philadelphia,Central,53222
-74.813194,40.145724,137058,permanent station,,2016/11/15 00:00:00+00,2016,4201777744,,delaware & lehigh trail,both,us 13 bristol pike,mill creek rd bridge,Bicycle 4,40.145724,-74.813194,,1,S,N,47,Permanent,Low Volume,Multiuse Trail,Bucks,Tullytown Borough,53236
-74.813194,40.145724,137059,permanent station,,2016/12/15 00:00:00+00,2016,4201777744,,delaware & lehigh trail,both,us 13 bristol pike,mill creek rd bridge,Bicycle 4,40.145724,-74.813194,,1,S,N,26,Permanent,Low Volume,Multiuse Trail,Bucks,Tullytown Borough,53237
-75.162674,39.957073,71360,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/07 00:00:00+00,2010,4210160103,611,broad st southbound lanes,south,race st,vine st,Bicycle 1,39.957073,-75.162674,0.968,1.1797,,,540,Project,Mixed,Mixed Traffic,Philadelphia,Central,53316
-75.192608,40.002142,72293,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/12/08 00:00:00+00,2010,4210160106,,martin luther king jr dr eastbound lanes,east,strawberry mansion bridge,falls bridge,Bicycle 1,40.002142,-75.192608,1.028,1.1797,,,11,Project,Recreation,Mixed Traffic,Philadelphia,West Park,53554
-75.2058259999999,39.9846010000001,72301,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/12/16 00:00:00+00,2010,4210160106,,schuylkill river trail,both,black rd,montgomery dr,Bicycle 1,39.984601,-75.205826,1.028,1.1797,,,104,Project,Recreation,Sidepath,Philadelphia,West Park,53555
-75.19514,39.95079,76423,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/13 00:00:00+00,2011,4210160110,,spruce st westbound lane,west,36th st walk,houston hall entrance,Bicycle 1,39.95079,-75.19514,1.012,1.1797,,,756,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,53646
-75.195129,39.9508060000001,76424,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/22 00:00:00+00,2011,4210160110,,spruce st westbound lane,west,houston hall entrance,34th st,Bicycle 1,39.950806,-75.195129,1.012,1.1797,,,151,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,53647
-75.184904,39.9460130000001,76341,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/20 00:00:00+00,2011,4210160103,,south st bridge eastbound lanes,east,I 76 schuylkill expwy ramps,27th st,Bicycle 1,39.946013,-75.184904,1.012,1.1797,,,459,Project,Mixed,Bike Lane,Philadelphia,Central,54170
-75.170689,39.9277730000001,81563,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/12/06 00:00:00+00,2011,4210160112,,15th st,south,mifflin st,moore st,Bicycle 1,39.927773,-75.170689,1.028,1.1797,,,87,Project,Mixed,Mixed Traffic,Philadelphia,South,54297
-75.144328,39.954524,78681,ch & sb,Seasonal factor are calculated from 2015 permanent station data.   Walkway open from 6:00 a.m. to 9:00 p.m.,2011/05/25 00:00:00+00,2011,4210160103,676,ben franklin bridge walkway  westbound,west,5th st ramp,christopher columbus blvd underpass,Bicycle 6,39.954524,-75.144328,0.962,1,,,153,Screen Line,Recreation,Sidepath,Philadelphia,Central,54551
-75.203004,39.9572380000001,76308,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/14 00:00:00+00,2011,4210160110,,market st eastbound lanes,east,41st st,40th st,Bicycle 1,39.957238,-75.203004,1.012,1.1797,,,307,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,54591
-75.192897,39.9504440000001,76317,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/13 00:00:00+00,2011,4210160110,,spruce st eastbound lane,east,houston hall entrance,34th st,Bicycle 1,39.950444,-75.192897,1.012,1.1797,,,1105,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,54592
-75.17997,39.9512800000001,76323,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/21 00:00:00+00,2011,4210160103,,walnut st bridge,west,schuylkill ave,23rd st,Bicycle 1,39.95128,-75.17997,1.012,1.1797,,,1016,Project,Mixed,Bike Lane,Philadelphia,Central,54998
-75.144328,39.954524,78542,ch & sb,Seasonal factor are calculated from 2015 permanent station data.   Walkway open from 6:00 a.m. to 9:00 p.m.,2011/05/25 00:00:00+00,2011,4210160103,676,ben franklin bridge walkway eastbound,east,5th st ramp,christopher columbus blvd underpass,Bicycle 6,39.954524,-75.144328,0.962,1,,,162,Screen Line,Recreation,Sidepath,Philadelphia,Central,55361
-75.1927899999999,39.9559790000001,76312,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/15 00:00:00+00,2011,4210160110,3,market st eastbound lanes,east,36th st,34th st,Bicycle 1,39.955979,-75.19279,1.012,1.1797,,,314,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,55392
-75.045247,40.0757400000001,81675,jh,"Seasonal factor are calculated from 2015 permanent station data.   Monday October 10, 2011: Columbus Day Holiday",2011/10/07 00:00:00+00,2011,4210160118,,bustleton ave northbound lanes,north,benton ave,winchester ave,Bicycle 1,40.07574,-75.045247,0.968,1.1797,,,87,Project,Recreation,Bike Lane,Philadelphia,Central Northeast,55412
-75.188863,39.9555520000001,76315,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/15 00:00:00+00,2011,4210160110,3,market st westbound lanes,west,33rd st,32nd st,Bicycle 1,39.955552,-75.188863,1.012,1.1797,,,206,Project,Mixed,Mixed Traffic,Philadelphia,University - Southwest,55628
-75.175763,39.8968760000001,79126,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/06/30 00:00:00+00,2011,4210160105,,broad st southbound lanes,south,crescent dr,league island blvd,Bicycle 1,39.896876,-75.175763,0.852,1.1797,,,7,Project,Low Volume,Mixed Traffic,Philadelphia,Lower South,55639
-75.2056889999999,40.016696,137038,permanent station,,2016/12/15 00:00:00+00,2016,4210160108,,wissahickon creek trail,both,ridge ave,freeland ave access stairway,Bicycle 3,40.016696,-75.205689,,1,N,S,140,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower Northwest,55747
-75.337554,39.9718070000001,137039,permanent station,Removed from Cyclical Count Program 10/15/17.,2016/10/15 00:00:00+00,2016,4204533144,,darby creek trail,both,raymond dr access,hilltop rd,Bicycle 3,39.971807,-75.337554,,1,N,S,25,Permanent,Low Volume,Multiuse Trail,Delaware,Haverford Township,55766
-75.343155,40.1125210000001,81241,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/10/05 00:00:00+00,2011,4209154656,,schuylkill river trail,both,norristown transportation center,green st,Bicycle 1,40.112521,-75.343155,0.968,1.1797,,,2313,Project,Recreation,Multiuse Trail,Montgomery,Norristown Borough,55800
-75.346894,40.1137560000001,81242,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/16 00:00:00+00,2011,4209154656,,schuylkill river trail,both,hickey st,cherry st,Bicycle 1,40.113756,-75.346894,0.949,1.1797,,,2085,Project,Recreation,Multiuse Trail,Montgomery,Norristown Borough,55801
-75.34458,40.10952,81243,,Seasonal factor are calculated from 2015 permanent station data.   Monday 09/05/2011 Labor Day Holiday,2011/08/31 00:00:00+00,2011,4209154656,202,dekalb st bridge northbound lanes + walkway,north,front st,washington st,Bicycle 1,40.10952,-75.34458,0.949,1.1797,,,28,Project,Mixed,Mixed Traffic,Montgomery,Norristown Borough,55802
-75.34469,40.1095300000001,81244,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday 09/05/2011 Labor Day Holiday,2011/08/31 00:00:00+00,2011,4209154656,202,dekalb st bridge southbound lanes + walkway,south,front st,washington st,Bicycle 1,40.10953,-75.34469,0.949,1.1797,,,19,Project,Mixed,Mixed Traffic,Montgomery,Norristown Borough,55803
-75.34245,40.11359,81245,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday 09/05/2011 Labor Day Holiday,2011/09/01 00:00:00+00,2011,4209154656,202,dekalb st northbound lanes,north,lafayette st,main st,Bicycle 1,40.11359,-75.34245,0.949,1.1797,,,34,Project,Mixed,Mixed Traffic,Montgomery,Norristown Borough,55804
-75.3448999999999,40.1142400000001,81246,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday 09/05/2011 Labor Day Holiday,2011/09/01 00:00:00+00,2011,4209154656,,swede st,south,lafayette st,main st,Bicycle 1,40.11424,-75.3449,0.949,1.1797,,,19,Project,Mixed,Mixed Traffic,Montgomery,Norristown Borough,55806
-75.144119,39.9406890000001,155175,vg,,2020/10/20 00:00:00+00,2020,4210160103,,front st,north,bainbridge st,south st,Bicycle 2,39.940689,-75.144119,,,S,N,287,,Mixed,,Philadelphia,Central,56109
-75.142772,39.924359,79145,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday July 4: Independence Day Holiday,2011/07/01 00:00:00+00,2011,4210160112,,pier 70 blvd westbound lanes,west,christopher columbus blvd,home depot parking entrance,Bicycle 1,39.924359,-75.142772,0.9,1.1797,,,14,Project,Low Volume,Mixed Traffic,Philadelphia,South,56293
-74.90155,39.869848,80262,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/15 00:00:00+00,2011,3400522110,544,marlton pkwy westbound lanes,west,wescott rd,cr 619 tomlinson mill rd,Bicycle 1,39.869848,-74.90155,0.949,1.1797,,,29,Project,Recreation,Bike Lane,Burlington,Evesham Township,56294
-74.818619,39.8802020000001,80282,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/11 00:00:00+00,2011,3400545120,541,stokes rd southbound lanes,south,branin rd,cr 623 himmelein rd,Bicycle 1,39.880202,-74.818619,0.888,1.1797,,,2,Project,Low Volume,Striped Shoulder,Burlington,Medford Township,56295
-74.8103419999999,39.869426,80284,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/11 00:00:00+00,2011,3400545120,541,stokes rd southbound lanes,south,tabernacle rd,dixontown rd,Bicycle 1,39.869426,-74.810342,0.888,1.1797,,,4,Project,Low Volume,Striped Shoulder,Burlington,Medford Township,56296
-74.873165,39.8822230000001,80302,jh,"Seasonal factor are calculated from 2015 permanent station data.   Monday September 5, 2011 Labor Day Holiday",2011/09/02 00:00:00+00,2011,3400522110,620,e main st westbound lanes,west,cr 619 willow bend rd,cr 623 taunton blvd,Bicycle 1,39.882223,-74.873165,0.949,1.1797,,,2,Project,Low Volume,Striped Shoulder,Burlington,Evesham Township,56297
-74.8152689999999,39.851656,80321,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/25 00:00:00+00,2011,3400545120,620,tuckerton rd eastbound lanes,east,cr 623 taunton blvd,cr 541 stokes rd,Bicycle 1,39.851656,-74.815269,0.888,1.1797,,,1,Project,Low Volume,Striped Shoulder,Burlington,Medford Township,56298
-74.815199,39.851662,80322,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/25 00:00:00+00,2011,3400545120,620,tuckerton rd westbound lanes,west,cr 623 taunton blvd,cr 541 stokes rd,Bicycle 1,39.851662,-74.815199,0.888,1.1797,,,22,Project,Low Volume,Striped Shoulder,Burlington,Medford Township,56376
-74.5333419999999,39.809962,80341,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/13 00:00:00+00,2011,3400582420,563,main st northbound lanes,north,jones mill rd,cr 532 chatsworth rd,Bicycle 1,39.809962,-74.533342,0.949,1.1797,,,6,Project,Low Volume,Striped Shoulder,Burlington,Woodland Township,56377
-74.5534749999999,39.655444,80344,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/14 00:00:00+00,2011,3400577150,563,greenbank chatsworth rd southbound lanes,south,cr 542 hammonton rd,cr 679 harrisville chatsworth rd,Bicycle 1,39.655444,-74.553475,0.949,1.1797,,,5,Project,Low Volume,Striped Shoulder,Burlington,Washington Township,56378
-75.169809,39.9466610000001,76346,jh,Seasonal factor are calculated from 2015 permanent station data.   Monday 5/30 Memorial Day excluded from weekday aggregation,2011/05/26 00:00:00+00,2011,4210160103,,17th st,south,pine st,spruce st,Bicycle 1,39.946661,-75.169809,0.93,1.1797,,,117,Project,Mixed,Mixed Traffic,Philadelphia,Central,56442
-75.020292,40.042849,129864,jh,,2016/09/09 00:00:00+00,2016,4210160118,,pennypack trail,both,us 13 frankford ave,torresdale ave,Bicycle 2,40.042849,-75.020292,,1.02,S,N,49,Project,Mixed,Multiuse Trail,Philadelphia,Central Northeast,56445
-75.1760639999999,39.9623120000001,71859,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,ben franklin pkwy outer la northbound,north,22nd st,eakins oval,Bicycle 1,39.962312,-75.176064,1.001,1.1797,,,122,Screen Line,Mixed,Striped Shoulder,Philadelphia,Central,56473
-74.901668,39.869762,80261,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/15 00:00:00+00,2011,3400522110,544,marlton pkwy eastbound lanes,east,wescott rd,cr 619 tomlinson mill rd,Bicycle 1,39.869762,-74.901668,0.949,1.1797,,,27,Project,Recreation,Bike Lane,Burlington,Evesham Township,56476
-75.1585439999999,39.9653500000001,79165,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/08 00:00:00+00,2011,4210160103,,n 13th st,north,wallace st,melon st,Bicycle 1,39.96535,-75.158544,0.9,1.1797,,,13,Project,Low Volume,Mixed Traffic,Philadelphia,Central,56576
-74.5534,39.655452,80343,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/14 00:00:00+00,2011,3400577150,563,greenbank chatsworth rd northbound lanes,north,cr 542 hammonton rd,cr 679 harrisville chatsworth rd,Bicycle 1,39.655452,-74.5534,0.949,1.1797,,,1,Project,Low Volume,Striped Shoulder,Burlington,Washington Township,56610
-75.1728239999999,39.947664,73554,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/15 00:00:00+00,2011,4210160103,,19th st,south,spruce st,delancey pl,Bicycle 1,39.947664,-75.172824,1.059,1.1797,,,841,Project,Mixed,Mixed Traffic,Philadelphia,Central,56881
-75.205944,39.9411500000001,79163,jh,Removed from Cyclical Count Program 7/9/2011. Seasonal factor are calculated from 2015 permanent station data.,2011/07/07 00:00:00+00,2011,4210160110,,grays ferry ave bridge eastbound lanes,east,47th st,34th st,Bicycle 1,39.94115,-75.205944,0.9,1.1797,,,7,Project,Low Volume,Bike Lane,Philadelphia,University - Southwest,56928
-75.205944,39.9412810000001,79164,jh,Removed from Cyclical Count Program 7/9/2011. Seasonal factor are calculated from 2015 permanent station data.,2011/07/07 00:00:00+00,2011,4210160110,,grays ferry ave bridge westbound lanes,west,47th st,34th st,Bicycle 1,39.941281,-75.205944,0.9,1.1797,,,34,Project,Low Volume,Bike Lane,Philadelphia,University - Southwest,56929
-75.17997,39.9512800000001,73546,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/15 00:00:00+00,2011,4210160103,,walnut st bridge,west,schuylkill ave,23rd st,Bicycle 1,39.95128,-75.17997,1.059,1.1797,,,1299,Project,Mixed,Bike Lane,Philadelphia,Central,56931
-75.184904,39.9460130000001,73558,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/14 00:00:00+00,2011,4210160103,,south st bridge eastbound lanes,east,I 76 schuylkill expwy ramps,27th st,Bicycle 1,39.946013,-75.184904,1.059,1.1797,,,1458,Screen Line,Mixed,Bike Lane,Philadelphia,Central,56932
-75.184808,39.9706330000001,79168,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/07 00:00:00+00,2011,4210160103,,sedgley dr northbound lanes,north,poplar dr,kelly dr,Bicycle 1,39.970633,-75.184808,0.9,1.1797,,,19,Project,Recreation,Bike Lane,Philadelphia,Central,57002
-75.1856289999999,39.973887,79172,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/07 00:00:00+00,2011,4210160107,,cambridge st eastbound lane,east,dead end,30th st,Bicycle 1,39.973887,-75.185629,0.9,1.1797,,,8,Project,Low Volume,Mixed Traffic,Philadelphia,Lower North,57005
-75.185618,39.9739030000001,79173,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/07 00:00:00+00,2011,4210160107,,cambridge st westbound lane,west,dead end,30th st,Bicycle 1,39.973903,-75.185618,0.9,1.1797,,,9,Project,Low Volume,Mixed Traffic,Philadelphia,Lower North,57006
-75.18963,39.9783330000001,79174,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/08 00:00:00+00,2011,4210160107,13,33rd st northbound lanes,north,girard ave,oxford st,Bicycle 1,39.978333,-75.18963,0.9,1.1797,,,41,Project,Mixed,Bike Lane,Philadelphia,Lower North,57007
-75.119083,39.977761,79178,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/08 00:00:00+00,2011,4210160109,,aramingo ave northbound lanes,north,cumberland st,huntingdon st,Bicycle 1,39.977761,-75.119083,0.9,1.1797,,,20,Project,Low Volume,Bike Lane,Philadelphia,River Wards,57010
-75.1888739999999,39.955502,76314,jh,"Seasonal factor are calculated from 2015 permanent station data.   Caution:  Saturday 4/16 Rainfall of 3.11""",2011/04/15 00:00:00+00,2011,4210160110,3,market st eastbound lanes,east,33rd st,32nd st,Bicycle 1,39.955502,-75.188874,1.012,1.1797,,,405,Project,Mixed,Mixed Traffic,Philadelphia,University - Southwest,57607
-74.873232,39.8821960000001,80301,jh,"Seasonal factor are calculated from 2015 permanent station data.   Monday September 5, 2011 Labor Day Holiday",2011/09/02 00:00:00+00,2011,3400522110,620,e main st eastbound lanes,east,cr 619 willow bend rd,cr 623 taunton blvd,Bicycle 1,39.882196,-74.873232,0.949,1.1797,,,0,Project,Low Volume,Striped Shoulder,Burlington,Evesham Township,57824
-75.2816569999999,39.9116250000001,84543,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2012/03/07 00:00:00+00,2012,4204515232,,andrews ave eastbound lanes,east,woodlawn ave,blunston ave,Bicycle 1,39.911625,-75.281657,1.059,1.1797,,,48,Project,Low Volume,Mixed Traffic,Delaware,Collingdale Borough,57836
-75.285358,39.9174550000001,84574,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2012/01/10 00:00:00+00,2012,4204515232,,spruce st westbound lanes,west,woodlawn ave,clifton ave,Bicycle 1,39.917455,-75.285358,1.102,1.1797,,,11,Project,Low Volume,Mixed Traffic,Delaware,Collingdale Borough,57837
-74.533417,39.809962,80342,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/13 00:00:00+00,2011,3400582420,563,main st southbound lanes,south,jones mill rd,cr 532 chatsworth rd,Bicycle 1,39.809962,-74.533417,0.949,1.1797,,,2,Project,Low Volume,Bike Lane,Burlington,Woodland Township,58206
-75.1888739999999,39.955502,81643,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/12/02 00:00:00+00,2011,4210160110,3,market st eastbound lanes,east,33rd st,32nd st,Bicycle 1,39.955502,-75.188874,1.028,1.1797,,,323,Project,Mixed,Mixed Traffic,Philadelphia,University - Southwest,58306
-75.188863,39.9555520000001,81644,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/12/02 00:00:00+00,2011,4210160110,3,market st westbound lanes,west,33rd st,32nd st,Bicycle 1,39.955552,-75.188863,1.028,1.1797,,,271,Project,Mixed,Mixed Traffic,Philadelphia,University - Southwest,58307
-75.242604,40.0410370000001,81647,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/20 00:00:00+00,2011,4210160108,,umbria st eastbound lanes,east,autumn river run,domino la,Bicycle 1,40.041037,-75.242604,0.949,1.1797,,,6,Project,Mixed,Bike Lane,Philadelphia,Lower Northwest,58308
-75.2425239999999,40.041078,81648,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/09/20 00:00:00+00,2011,4210160108,,umbria st westbound lanes,west,autumn river run,domino la,Bicycle 1,40.041078,-75.242524,0.949,1.1797,,,140,Project,Mixed,Bike Lane,Philadelphia,Lower Northwest,58309
